wifi_pca_0,wifi_pca_1,wifi_pca_2,wifi_pca_3,wifi_pca_4,wifi_pca_5,wifi_pca_6,wifi_pca_7,wifi_pca_8,wifi_pca_9,wifi_pca_10,wifi_pca_11,wifi_pca_12,wifi_pca_13,wifi_pca_14,wifi_pca_15,wifi_pca_16,wifi_pca_17,wifi_pca_18,wifi_pca_19,wifi_pca_20,wifi_pca_21,wifi_pca_22,wifi_pca_23,wifi_pca_24,wifi_pca_25,wifi_pca_26,wifi_pca_27,wifi_pca_28,wifi_pca_29,wifi_pca_30,wifi_pca_31,wifi_pca_32,wifi_pca_33,wifi_pca_34,wifi_pca_35,light_f1,light_f2,light_f3,light_f4,light_f5,light_f6,light_f7,light_f8,light_clear,light_nir,x,y
-0.0017740233451859929,0.0001054291580073789,0.001073169531525957,-0.0014878097718365063,-0.0005693209009204347,-0.0002102080306318892,0.00024990463367174605,-0.00025764564838428184,-0.0013901873735250338,8.621248800628972e-05,-0.00034097898898319024,0.0006626482766892088,0.0003021741142387246,-0.0011343612190496519,0.0005702153280949254,-9.696392233852557e-05,0.0005147236634691536,0.00013934269731895148,-0.0006236307917486776,-0.0007276731793429696,-0.00029104881616030283,0.0008396948283783601,7.913696223141405e-05,-0.0006824107111637696,-0.0005288452692089894,6.81093353319451e-05,-9.559533931450093e-05,0.0003042793063223184,0.00024713723524555803,-0.0008304695971500035,0.00013043345655886564,0.0002953959495715648,-9.748407202163618e-05,0.00019194547710107095,-0.000400951590844276,0.00027284463098871126,2.4653727450640872e-05,-0.00012653632438741624,-0.00017163525626529008,-3.9420308894477785e-05,-0.0003021267766598612,-6.379492697305977e-05,4.039383202325553e-05,-7.592712063342333e-05,0.00015436399553436786,-0.00013516198669094592,449.816047538945,279.6822734943624
-4.306572059258542e-16,-6.184404684379975e-17,-6.523136456116048e-16,-1.1010343768001388e-15,2.921428457073334e-16,2.523657009360768e-17,6.113384573781059e-16,4.521666822204333e-16,5.778057062974746e-16,-6.264271857706824e-16,1.522243708324902e-16,2.0896104877751375e-16,5.360272503602001e-17,1.072682463589799e-15,2.042332588474275e-15,-1.1208549031254978e-15,-3.0572141813873294e-16,-1.2226379264708085e-15,-8.170089794045015e-16,4.462756932593817e-16,3.988037579149749e-16,7.510595529120404e-16,-3.152513917685872e-16,-1.2198628607865331e-15,1.5481693709627825e-16,-5.575402110522341e-16,-1.268202564673036e-15,-1.4757137136320544e-15,-1.7339699017421667e-16,5.837340016026161e-16,5.690120434248082e-16,-1.4973934847012307e-17,-2.220447847346839e-16,4.0984796936991092e-16,-7.114678987939024e-16,-4.524592991103007e-16,-1.6596794794568885e-19,-2.5965501865951003e-19,-2.3943127986320106e-19,-2.0127351575431232e-19,-2.5347641892343934e-19,-2.1789291842899805e-19,-1.2037940067438605e-19,-2.3980149488610682e-19,-4.400195992646354e-20,-1.0583516797439713e-19,680.2857225639665,273.79151962879996
5.55833699637873e-13,-9.712002681847221e-14,-2.499343954275978e-13,1.4936736423708736e-13,8.441589331688682e-14,5.882370755736831e-14,1.2535911243281596e-13,-2.7430726587931033e-13,-1.1960588329147206e-13,8.565346474222783e-14,-3.0238170511685526e-14,2.5814754445382853e-13,-1.8468604441646847e-13,1.1468187084620264e-13,1.3256728542691184e-13,1.0640341237264081e-13,-1.615558878421064e-13,4.527033608838774e-14,-8.323838818294714e-14,-7.011126935995508e-14,-9.90119186723743e-14,4.7281370052392457e-14,7.726188752984824e-14,1.8966081202071127e-13,-5.932185554972408e-14,6.619710552165542e-14,1.468099709981525e-13,1.4642998829704132e-14,1.095102557346739e-13,1.1485695135113502e-13,1.63991336831462e-14,1.3325157936348306e-13,2.968696080582376e-14,-6.254602612359666e-14,-2.019220154630926e-13,-6.965000066421828e-14,6.3680182614133e-15,5.788260631434464e-14,1.858510226141266e-14,1.9252550671321894e-14,5.648692979836299e-14,1.0095597657009715e-14,6.170976544431911e-14,2.885752482242529e-14,5.22247684279966e-14,8.860796753447364e-14,592.7975767245621,537.5018322084147
1.9422912117392898e-10,4.4861618290091686e-09,-5.141368680116968e-10,-2.899757917209275e-09,-1.8704411049516e-09,-1.904506547195271e-09,-2.706569424491683e-09,-2.4523787077632415e-10,-5.463426479236182e-10,-2.7364104332370406e-10,-1.2740278632307594e-09,1.3425312544696166e-09,-1.283817606183441e-09,-2.317720201599646e-09,9.095338363153462e-10,-9.90332185819716e-10,1.2977876305919364e-09,-6.939360892547059e-10,-1.5752498066596254e-09,5.018259548213405e-11,-1.5667828777439005e-09,1.4148320192843763e-09,-4.713560273726343e-10,8.827842460687858e-10,-4.3655777646808755e-10,4.1609597545245916e-10,1.2358925506925065e-09,8.272929719196105e-11,4.840043180742995e-10,1.4269006285631238e-09,1.4973141306456195e-09,-1.0500419515446165e-09,-9.645512809381836e-10,6.960321200738907e-10,-5.137559769406159e-10,-1.2035145004747544e-09,-3.151283123337123e-10,-6.579954359153817e-10,-3.7940223185373156e-10,-3.1702379610365483e-10,-5.716837558900068e-10,-2.956137279408466e-10,-4.841763656671105e-10,-4.595548663832716e-10,-1.3311959867756684e-10,-3.2895153267986643e-10,539.4633936788147,274.81847993980244
-3.4051587953593656e-14,-2.8914216556894026e-14,5.916973078385468e-14,-3.620785123103668e-14,3.8404068857928504e-14,-1.9346304278295754e-15,1.6404244857414938e-14,-4.9433346149584834e-14,-4.1250857048829346e-14,2.430192667688154e-14,-4.298137682144719e-14,3.322491043977192e-14,-1.6895909567674813e-14,1.3061675109589118e-14,-2.2080120058858267e-15,3.7716375425943444e-14,-6.395835838514484e-15,1.172886347803147e-14,1.991542881312871e-14,-9.384455280647555e-15,-2.4883409764926138e-14,-6.199200608430379e-15,-2.9495137021421574e-14,1.4789864376644724e-14,1.910749501411797e-14,-2.7954960552686196e-14,2.8032234435869278e-14,-3.0906190951194194e-14,-2.8467815834558235e-14,1.6522369840608986e-14,-1.521372334500532e-14,-2.806145357389426e-16,1.7414343211704682e-14,7.23658429641108e-15,-6.774582230364196e-15,4.143021860460789e-15,4.426748342347374e-15,-5.107133909976495e-15,1.6407116067984075e-15,2.6662708296092998e-15,-2.3350997937159447e-15,1.804902273239194e-15,-4.782729185024044e-16,1.2087693788075636e-15,-5.081633983099404e-15,-1.1598276457086207e-14,362.4074561769746,283.7798904514524
6.063062398199307e-12,-2.3557069604404978e-11,8.18965528013129e-12,-2.785295191762868e-12,-4.1495448433819756e-12,-3.4821606319867945e-12,3.380715333439587e-12,-1.1389091372479748e-12,1.5097894270249586e-13,3.4026859813782346e-12,7.013011910913892e-12,3.2966319993172543e-12,8.405021007821473e-13,6.08935544951044e-12,-3.363620220623265e-12,5.937851590590005e-12,2.9601076701501026e-12,-3.175893039808254e-12,-6.152488704655209e-12,2.0267002474228586e-12,3.361509578733955e-13,3.5184486940907888e-12,-2.158070549065635e-12,-3.0218046046090727e-12,-3.73986366357804e-12,2.8838857166720467e-12,2.238076973759777e-12,3.851297006089123e-12,4.1118389202018364e-12,6.690912576629997e-12,-4.046913940561885e-12,2.3886339566598975e-13,-1.7208110895153273e-12,6.061540047329129e-12,5.176968915479671e-12,-1.1142644267479922e-12,3.3070443085370105e-12,6.038988211408414e-13,2.6622128980469117e-12,2.9889354880019425e-12,1.467801683148473e-12,2.7237947140823504e-12,2.2456854084640376e-12,2.4000944461033402e-12,1.9309074738432797e-12,-1.3468455409108848e-13,362.39780813448107,478.75930496718547
-4.312839982142925e-16,-6.436645758768509e-17,-6.520043803717695e-16,-1.0990610843758376e-15,2.923613280057181e-16,2.485832883807459e-17,6.108946119664248e-16,4.52002590925962e-16,5.780601948046587e-16,-6.263790773339418e-16,1.5235729793631322e-16,2.08757201106389e-16,5.423122126065088e-17,1.072056960022601e-15,2.0415881089184686e-15,-1.120582600565088e-15,-3.0529372421101524e-16,-1.2226793371300346e-15,-8.173552024946594e-16,4.461107921284906e-16,3.985813575939897e-16,7.514418729078532e-16,-3.1509014717053075e-16,-1.2196230863509398e-15,1.5501211958763883e-16,-5.574349493075654e-16,-1.2681131387107836e-15,-1.4757863154525363e-15,-1.7362659441696976e-16,5.834514838894373e-16,5.689572813907267e-16,-1.450786005130813e-17,-2.217115891002496e-16,4.1019249478306913e-16,-7.115735464200669e-16,-4.52833311076717e-16,1.9079914303959474e-31,3.617253785841879e-31,3.4396424669043854e-31,3.471697727653569e-31,3.6647865456094693e-31,2.756651096816736e-31,2.0137088095405394e-31,3.4381648705054018e-31,-1.2784723579317232e-31,-1.1321016821582933e-31,323.2334448672798,354.895936980216
8.150013752549066e-10,-3.222963116886227e-13,-8.269548731528211e-10,2.2842253261233116e-10,3.5645670862810653e-10,-8.677193090645883e-11,3.783807874785049e-10,8.328619946753786e-11,2.048004167186393e-10,-2.779796744603833e-10,5.428498088612986e-10,1.8279585617579673e-10,-1.630111257491967e-10,-3.0366747328520115e-10,-4.4752544520811376e-10,1.8211045156215483e-10,1.89854940450701e-11,4.2456098392575933e-10,-9.799854100893008e-11,3.798210687762628e-11,-1.1023533367094438e-10,-1.9209762577497795e-10,-4.992622314159652e-11,-3.4410709761964574e-10,-1.8908835616757314e-10,8.124077927951388e-11,-1.8027772901223702e-10,-2.224270741263471e-10,2.1132814590182342e-10,3.4240077435472717e-10,2.6243028426336463e-11,2.156948878370421e-10,-3.936668658741894e-11,-2.9616005537174063e-10,-1.7052639035789792e-10,3.878484677504043e-11,-3.956573610408576e-11,-8.805985801663141e-11,-8.25443949303839e-11,-6.627092624666986e-11,-1.1756329243439723e-10,-8.569514542422496e-11,3.176293603135427e-11,-6.004360897371441e-11,5.103832634301142e-11,5.218341730950371e-11,646.470458309974,485.6842227820725
-4.3128399888934636e-16,-6.43664557957577e-17,-6.520043800099458e-16,-1.0990610841490567e-15,2.9236132808910785e-16,2.4858327988605128e-17,6.108946116272631e-16,4.520025911599034e-16,5.780601950909156e-16,-6.263790773654637e-16,1.523572982533843e-16,2.0875720135074676e-16,5.423122069703264e-17,1.072056959850019e-15,2.041588108998291e-15,-1.1205826000551361e-15,-3.052937244342744e-16,-1.2226793371592457e-15,-8.173552028770975e-16,4.461107922345027e-16,3.9858135760814e-16,7.5144187276680025e-16,-3.1509014691660056e-16,-1.2196230858080818e-15,1.5501211960098027e-16,-5.574349493715728e-16,-1.2681131383864768e-15,-1.475786315244095e-15,-1.736265945815854e-16,5.83451483976004e-16,5.689572817482144e-16,-1.4507860092703314e-17,-2.2171158911822954e-16,4.1019249467434023e-16,-7.11573546180847e-16,-4.528333112514506e-16,-6.850274583498454e-26,-6.710181514897354e-26,-8.234110407174291e-26,-7.945593159255856e-26,-7.732258053390478e-26,-7.342274804133155e-26,-7.971398155320317e-26,-8.816313174535521e-26,-1.1363579550158772e-25,-6.308891670196918e-26,540.4460046972836,201.1464630257541
-2.7930415441712144e-16,1.3159867977326045e-16,-7.55023483466116e-16,-1.0351329429076044e-15,1.4735221503239784e-16,2.932132374778765e-16,8.01446941762997e-16,4.647583442195743e-16,4.86815087427622e-16,-7.458779081748297e-16,2.7326976450358595e-16,2.974853907643288e-16,1.727725024200446e-16,1.0978931037126618e-15,2.0239013600263122e-15,-1.2769129542876189e-15,-2.8650469142355967e-16,-1.2309979209150288e-15,-8.681560609788971e-16,4.2823188210222667e-16,3.586003579048821e-16,7.069100612712978e-16,-2.342487301127366e-16,-1.1632888770539578e-15,2.462917400058613e-16,-6.295698835683976e-16,-1.31525202154542e-15,-1.5428617133279555e-15,-6.945153516745924e-17,4.41085627949415e-16,6.098458724695414e-16,-7.561372884256377e-17,-9.50268019507054e-17,3.5099296111841393e-16,-6.566768121924464e-16,-4.955655137056679e-16,-2.148075057928538e-17,-3.588072923599844e-18,-9.624195969037111e-18,-6.909529405751902e-18,1.5833320530867394e-18,-1.191699338888507e-17,1.0687199156784107e-17,-9.389948345729444e-18,-2.6521445302756948e-18,2.2928195882883747e-17,583.2290311184182,370.02847746935373
-1.2993661944843048e-13,-3.6690399198853107e-14,-5.366395947181525e-14,-1.7008499822541148e-14,-1.650011209932875e-14,-3.515135766786581e-14,2.0373982237126286e-14,1.45035210141202e-14,5.064809929049306e-15,-1.7620198303190802e-16,6.340409802707026e-15,1.982121963276282e-15,5.180737761436026e-15,3.5267608541366576e-15,9.337079911069274e-15,5.452985358789712e-17,-6.661166747766929e-15,-5.032942096558349e-16,7.376049645977233e-15,3.4055874645468395e-15,-2.330234499706826e-15,3.984046130038772e-16,-3.362745583107529e-15,-1.1810767544142854e-15,5.289475282501508e-15,7.088913068451851e-15,1.2236132645338528e-15,-2.4077983053745595e-15,-3.4454633168094493e-15,-2.789847435001935e-15,1.7265552141516332e-15,-4.82000445057182e-15,-3.2420131473554537e-15,-3.0832688885539007e-15,3.142544300814094e-16,1.86043062784864e-15,-3.6162364911633636e-15,-2.0048628234051744e-15,-2.9267148261651575e-15,-3.633722215810008e-15,-2.3315937125890224e-15,-3.5364548813779546e-15,-3.786361788069969e-15,-2.7887634404852963e-15,-5.184349856964671e-15,-5.115712236149813e-15,308.233797718321,188.44544007331305
-4.312839982196059e-16,-6.43664575561333e-17,-6.520043803755966e-16,-1.0990610843816602e-15,2.9236132801647965e-16,2.4858328835385945e-17,6.108946119637081e-16,4.520025909185902e-16,5.78060194814119e-16,-6.263790773294373e-16,1.52357297932985e-16,2.087572010999654e-16,5.423122126574763e-17,1.0720569600257002e-15,2.0415881089177606e-15,-1.1205826005623733e-15,-3.052937242196051e-16,-1.2226793371320675e-15,-8.173552024952816e-16,4.46110792133623e-16,3.985813575945455e-16,7.514418729115608e-16,-3.1509014717477137e-16,-1.219623086354871e-15,1.550121195895711e-16,-5.57434949310018e-16,-1.2681131387122617e-15,-1.4757863154522549e-15,-1.7362659441516354e-16,5.834514838883299e-16,5.68957281390128e-16,-1.4507860053174853e-17,-2.2171158910019682e-16,4.1019249478338936e-16,-7.115735464196192e-16,-4.528333110786223e-16,-1.6404653339492543e-27,-1.991895741284421e-27,-1.7267905214745456e-27,-1.6138387746891174e-27,-1.834237960478915e-27,-1.6032711970842647e-27,-1.9697517839698453e-27,-1.9556235470838094e-27,-1.714163739573154e-27,-1.5064261950167414e-27,687.9639408647977,200.0612813821418
-4.3122194215833244e-16,-6.436750921097166e-17,-6.520370269273409e-16,-1.0990570469089551e-15,2.92344044903429e-16,2.485444488645073e-17,6.109209209412733e-16,4.519795192061085e-16,5.780298959062304e-16,-6.263734225710137e-16,1.5237657567537683e-16,2.0873588121170442e-16,5.422860604090643e-17,1.0720537890531271e-15,2.0416051882607658e-15,-1.1205902738616988e-15,-3.0527918524688546e-16,-1.2226732971440025e-15,-8.173562811893902e-16,4.461333695469135e-16,3.985713144041256e-16,7.514348055530852e-16,-3.150881546360633e-16,-1.2196182273016695e-15,1.5502046873909493e-16,-5.574486468762325e-16,-1.2681199041957914e-15,-1.4757876245079197e-15,-1.7364529149829203e-16,5.834494093931649e-16,5.689516252546078e-16,-1.449755995888924e-17,-2.2170881564981044e-16,4.101908157894895e-16,-7.115826335302349e-16,-4.528445399503209e-16,-1.7126839206395794e-21,3.1253928924000773e-21,5.161420220068536e-22,-6.50574724495472e-23,1.9628896981171396e-21,-7.653137227445267e-22,2.699679220270833e-21,3.711201555975278e-22,6.959512356489741e-21,8.153965199984148e-21,632.9770563201687,537.5749813377644
-1.2236337818343343e-14,6.399667088783248e-15,1.2341661777355076e-14,3.813282527117171e-15,1.0366301236408336e-14,-2.582429422338668e-15,4.327615860394927e-15,2.3753080801905713e-15,-2.4409070919480685e-15,5.120134126937938e-15,4.078002366779337e-15,3.297827421241103e-15,1.5525027101704569e-15,-4.8507474086085115e-15,1.473003136048933e-15,-1.427112137739659e-15,1.6506612579569576e-15,-2.1349376886324942e-17,2.803732156420071e-15,-6.53983302995322e-16,1.7765872934430967e-15,-8.836546717237795e-16,9.795151447437167e-16,-5.093820743666014e-16,3.655754108643072e-16,-1.7109331856758988e-15,2.701587453259339e-16,-1.3818652487756157e-15,1.4326495473999093e-15,6.104991695876313e-16,-2.2561747497894243e-15,-2.214967049071749e-15,6.926775618943003e-16,-9.541878682360741e-16,2.5897427228668113e-16,-2.2444949048478236e-16,-3.915407151705043e-16,-9.004830555666516e-16,-4.985363288808914e-16,-8.758715603721123e-16,-6.029137637513155e-16,-5.767430926591178e-16,-8.363925193708918e-16,-7.9023547061351845e-16,-1.3745718430678566e-15,-1.0395907470986334e-15,384.9356442713105,230.69814844703808
-4.3128399809845483e-16,-6.436645798169981e-17,-6.520043800149305e-16,-1.0990610847239428e-15,2.9236132803878716e-16,2.485832883675279e-17,6.108946118854326e-16,4.520025909661577e-16,5.780601948059747e-16,-6.263790775160102e-16,1.5235729803372874e-16,2.0875720091194315e-16,5.423122132851892e-17,1.0720569600461806e-15,2.0415881088301844e-15,-1.1205826005080953e-15,-3.052937242144866e-16,-1.2226793371043033e-15,-8.173552024471162e-16,4.461107921119326e-16,3.9858135773212145e-16,7.514418729422777e-16,-3.15090147112362e-16,-1.2196230863191316e-15,1.550121195510079e-16,-5.57434949283575e-16,-1.2681131386218042e-15,-1.4757863156437597e-15,-1.7362659437332756e-16,5.834514839038654e-16,5.689572813953559e-16,-1.450786001867463e-17,-2.2171158911750011e-16,4.1019249477547683e-16,-7.115735464207252e-16,-4.528333110692181e-16,2.350541722193432e-26,2.2660927756199626e-26,2.8660789637900826e-26,2.763085468893702e-26,2.9848043789185915e-26,2.631556779643698e-26,1.6517505515699846e-26,2.3721609791539586e-26,-7.447405464970224e-27,-3.618981062131034e-27,372.72998688284025,387.96827291008685
-4.31283998219454e-16,-6.436645759956478e-17,-6.520043803587437e-16,-1.0990610843842832e-15,2.9236132800616233e-16,2.4858328828177247e-17,6.108946119754767e-16,4.520025909238727e-16,5.780601948077033e-16,-6.263790773426322e-16,1.5235729793342194e-16,2.0875720110627943e-16,5.423122125256049e-17,1.0720569600345498e-15,2.041588108916497e-15,-1.120582600564102e-15,-3.0529372419974414e-16,-1.222679337123031e-15,-8.173552024952702e-16,4.461107921337106e-16,3.9858135759410747e-16,7.514418729128671e-16,-3.1509014716957184e-16,-1.2196230863584334e-15,1.5501211958917523e-16,-5.574349493083946e-16,-1.268113138709976e-15,-1.4757863154537486e-15,-1.7362659441167172e-16,5.834514838871086e-16,5.6895728139533685e-16,-1.450786005299323e-17,-2.21711589101297e-16,4.101924947844776e-16,-7.115735464219042e-16,-4.528333110785435e-16,5.235771035570433e-28,7.7204758495475985e-28,7.535819612409695e-28,4.264397934722106e-28,6.265370294944933e-28,4.580952928548828e-28,8.181415403892601e-29,8.051705948068065e-28,-3.297696176953891e-28,-3.978656857040608e-28,373.3618039413735,339.4382410402826
-4.312840063363054e-16,-6.436647209286118e-17,-6.520043518232832e-16,-1.099061097179532e-15,2.9236131883716996e-16,2.4858327055196832e-17,6.108946211166472e-16,4.520025804190787e-16,5.780601960125329e-16,-6.26379077417726e-16,1.5235729946368105e-16,2.0875719332078239e-16,5.4231216276273886e-17,1.0720569722540739e-15,2.041588109678014e-15,-1.1205826107865693e-15,-3.0529370900380387e-16,-1.2226793284666336e-15,-8.173551983672513e-16,4.461107869860276e-16,3.985813520063671e-16,7.514418641541397e-16,-3.1509013805616797e-16,-1.2196230898143825e-15,1.5501212321597118e-16,-5.574349506269862e-16,-1.2681131296412251e-15,-1.4757863127045068e-15,-1.73626596198266e-16,5.8345147934315435e-16,5.689572924639763e-16,-1.4507856470171897e-17,-2.2171160282835757e-16,4.101924984420352e-16,-7.115735490368941e-16,-4.52833311745142e-16,7.320261887091996e-25,1.2607185487170258e-24,7.236404493752805e-25,6.5152313054662165e-25,1.1060229252031854e-24,8.140660958265678e-25,1.047487966921589e-25,1.082585177455777e-24,1.371119336579867e-24,7.990982983147109e-25,421.69689718381505,313.93733050353705
1.1836935920016375e-12,-8.355085851334914e-13,-1.6705856641557782e-13,1.5159962199652443e-13,-2.7171931588160505e-13,-3.155038543631606e-13,4.3985055039872586e-15,-6.92334854013497e-13,3.8169484260878023e-13,-1.1238999060256503e-12,1.762317654435687e-13,4.741459978819619e-13,-1.0376673916444579e-12,-2.0277082181958039e-13,2.297396347616752e-13,-2.8768232251041953e-13,-5.224201320521175e-13,4.4166859710972413e-13,2.8192363952036573e-13,-3.2701019680425147e-13,-1.0545118441593109e-13,3.673725704215717e-13,-2.2046892184675704e-13,1.6993139091253355e-14,-1.2052919758456214e-13,-5.4033217452128534e-14,-7.245949573786107e-13,-1.1483800903675374e-13,1.040012387012539e-13,-5.315520755199903e-13,-4.998850740636394e-13,-9.039069915484971e-14,-7.96846539609851e-14,1.2064716716503554e-13,-6.344705611893263e-14,-1.2010671443170733e-13,1.219662527441115e-13,2.0040533902504487e-13,1.6129178342320222e-13,1.2320785396698758e-13,1.9987005485996162e-13,1.4985477865114144e-13,1.3514119294108506e-13,2.0082641604378393e-13,2.0435373228669396e-13,1.792021121337778e-13,509.9025726528952,534.9333382749089
-4.3128403888731454e-16,-6.436644400691137e-17,-6.52004368889157e-16,-1.0990610402124065e-15,2.923613083675189e-16,2.4858331823755405e-17,6.108945901449439e-16,4.520025744493485e-16,5.780601675930845e-16,-6.2637908156055e-16,1.5235729133740625e-16,2.0875720179847983e-16,5.4231222567294005e-17,1.0720569716825842e-15,2.041588110329757e-15,-1.1205825925776907e-15,-3.052937282214469e-16,-1.2226793384168367e-15,-8.173552037494536e-16,4.46110801497215e-16,3.9858136550433235e-16,7.514418602300693e-16,-3.1509013485506193e-16,-1.2196230927956812e-15,1.5501211378777866e-16,-5.574349442638022e-16,-1.2681131380844866e-15,-1.4757863102445839e-15,-1.7362659323170768e-16,5.834514822607327e-16,5.689572810228067e-16,-1.4507864126647778e-17,-2.2171159431592698e-16,4.101924849315699e-16,-7.115735464052448e-16,-4.528333154157388e-16,-2.7555286128299922e-24,-2.2745845736048032e-24,-2.0789322779680194e-24,-3.1160619095583776e-24,-1.784250328594316e-24,-2.769308435122393e-24,-3.1418194014052014e-24,-2.1594921341157732e-24,-2.3886384777121097e-24,-1.6612929458802324e-24,472.7780074568463,183.7293587101958
